region,district,City,latitude,longitude
Одеська,Ренійський,Лиманське,28.41253,45.43207
Одеська,Ренійський,Нагірне,28.44858,45.4295
Одеська,Ізмаїльський,Новокаланчак,28.77611,45.58416
Одеська,Болградський,Нове Жовтневе,28.79036,45.60923
Одеська,Болградський,Тополине,28.62625,45.6154
Одеська,Болградський,Оксамитне,28.62591,45.63223
Одеська,Ізмаїльський,Лощинівка,28.82023,45.47464
Одеська,Болградський,Нові Трояни,28.85439,45.94173
Одеська,Болградський,Городнє,28.84667,45.89006
Одеська,Болградський,Оріхівка,28.90898,45.80612
Одеська,Болградський,Червоноармійське,28.74762,45.79256
Одеська,Болградський,Калчева,28.81199,45.73351
Одеська,Болградський,Залізничне,28.61612,45.74741
Одеська,Ізмаїльський,Суворове,28.99292,45.57627
Одеська,Кілійський,Кілія,29.25728,45.46228
Одеська,Кілійський,Вилкове,29.58635,45.40169
Одеська,Ізмаїльський,Стара Некрасівка,28.92426,45.34075
Одеська,Болградський,Баннівка,28.92065,45.6875
Одеська,Ізмаїльський,Багате,28.93713,45.40769
Одеська,Ізмаїльський,Утконосівка,28.95413,45.49627
Одеська,Ізмаїльський,Новокам'янка,28.9452,45.61781
Одеська,Татарбунарський,Глибоке,29.60953,45.72922
Одеська,Ізмаїльський,Кирнички,29.06347,45.7069
Одеська,Татарбунарський,Приморське,29.79595,45.693
Одеська,Татарбунарський,Лиман,29.75046,45.67188
Одеська,Татарбунарський,Нерушай,29.5122,45.6566
Одеська,Кілійський,Старі Трояни,29.17025,45.67188
Одеська,Ізмаїльський,Нова Покровка,29.0803,45.6348
Одеська,Кілійський,Приозерне,29.16166,45.60785
Одеська,Кілійський,Фурманівка,29.23222,45.63755
Одеська,Кілійський,Дмитрівка,29.37727,45.64184
Одеська,Кілійський,Десантне,29.53589,45.57335
Одеська,Кілійський,Шевченкове,29.33298,45.55515
Одеська,Кілійський,Червоний Яр,29.20939,45.58536
Одеська,Ізмаїльський,Муравлівка,29.15154,45.55824
Одеська,Ізмаїльський,Комишівка,29.11961,45.51464
Одеська,Кілійський,Василівка,29.16527,45.52648
Одеська,Кілійський,Приморське,29.60541,45.52065
Одеська,Кілійський,Новоселівка,29.2638,45.67772
Одеська,Ізмаїльський,Першотравневе,29.04579,45.48271
Одеська,Кілійський,Трудове,29.39667,45.61832
Одеська,Татарбунарський,Струмок,29.44439,45.72149
Одеська,Ізмаїльський,Кислиця,29.04425,45.41473
Одеська,Кілійський,Помазани,29.30912,45.60236
Одеська,Кілійський,Миколаївка,29.47203,45.62176
Одеська,Кілійський,Новомиколаївка,29.5019,45.60991
Одеська,Кілійський,Мирне,29.46121,45.57369
Одеська,Кілійський,Ліски,29.47804,45.46829
Одеська,Кілійський,Дзинілор,29.11652,45.6518
Одеська,Татарбунарський,Татарбунари,29.61416,45.84097
Одеська,Тарутинський,Тарутине,29.1481,46.18669
Одеська,Тарутинський,Березине,29.20303,46.22755
Одеська,Саратський,Сарата,29.68472,46.02001
Одеська,Арцизький,Арциз,29.42637,45.98654
Одеська,Болградський,Олександрівка,28.95069,45.88955
Одеська,Болградський,Виноградне,28.99704,45.80578
Одеська,Болградський,Голиця,28.98949,45.74964
Одеська,Болградський,Дмитрівка,28.98211,45.97246
Одеська,Тарутинський,Малоярославець Перший,29.00305,46.08576
Одеська,Тарутинський,Вільне,29.04699,45.98619
Одеська,Арцизький,Новоселівка,29.23479,45.95203
Одеська,Арцизький,Павлівка,29.48731,45.96542
Одеська,Саратський,Новоселівка,29.61502,46.00868
Одеська,Саратський,Зоря,29.69587,45.99169
Одеська,Саратський,Михайлівка,29.69965,45.94963
Одеська,Саратський,Сергіївка,29.95457,46.00181
Одеська,Татарбунарський,Дивізія,29.98375,45.9419
Одеська,Арцизький,Зелена Балка,29.57914,45.9292
